User_ID_Alias,User_Age,User_Gender,User_Occupation,User_ZipCode
2401,56,M,17,97146
2402,25,M,7,2840
2403,35,F,0,90278
2404,25,F,9,43420
2405,35,M,0,94560
2406,35,M,16,65270
2407,18,M,7,11434
2408,18,M,4,48197
2409,25,M,20,14895
2410,18,F,4,95132
2411,35,M,1,10918
2412,25,M,12,53707
2413,25,M,12,98102
2414,50,M,7,13088
2415,35,M,17,49508
2416,25,F,17,98034
2417,45,M,0,34116
2418,1,M,10,95926
2419,25,F,0,97401
2420,50,M,7,90505
2421,18,M,4,23186
2422,18,M,10,92130
2423,1,M,10,95123
2424,18,M,4,94704
2425,56,M,20,95420
2426,35,M,1,92683-1892
2427,50,M,7,1915
2428,45,M,12,94103
2429,25,F,3,50266
2430,45,F,2,97214
2431,25,M,7,90248
2432,25,F,1,55104
2433,45,F,5,95136
2434,45,M,3,90006
2435,50,F,13,94702
2436,50,M,16,93003
2437,18,M,11,89170
2438,45,F,7,21044
2439,56,F,13,93448
2440,18,M,4,19146
2441,35,M,7,95765
2442,56,M,13,33445
2443,25,M,7,92130
2444,35,M,17,48313
2445,25,F,5,90262
2446,25,F,12,94530
2447,56,M,20,87107
2448,18,M,2,12345
2449,25,M,17,94089
2450,50,M,7,94404
2451,18,M,0,77341
2452,25,F,3,94117
2453,35,M,7,55901
2454,56,F,16,94904
2455,25,F,0,53713
2456,18,M,4,90601
2457,18,M,4,97215
2458,18,F,1,94578
2459,35,M,12,94520
2460,25,M,4,91911
2461,35,M,1,8107
2462,25,M,4,20008
2463,18,M,1,30115
2464,18,M,4,85035
2465,25,F,1,95336
2466,35,M,16,10472
2467,18,M,4,97215
2468,25,M,16,90638
2469,18,F,14,49505
2470,25,M,4,8540
2471,50,F,6,97005
2472,35,M,1,94549
2473,35,M,12,10128
2474,35,M,16,54729
2475,18,M,4,22903
2476,35,M,0,28209
2477,56,M,6,91011
2478,18,F,4,13148
2479,25,M,14,48103
2480,35,F,3,11229
2481,1,M,8,2254
2482,35,M,12,75063
2483,18,M,4,97215
2484,25,M,14,6511
2485,25,F,4,91106
2486,25,M,17,94108
2487,18,M,2,21222
2488,25,M,2,98109
2489,35,M,2,98055
2490,18,M,4,29201
2491,35,M,3,98037
2492,45,F,0,94115
2493,18,M,4,93117
2494,25,M,14,19444
2495,25,M,2,98074
2496,56,F,13,90732
2497,25,F,2,75075
2498,35,M,16,95405
2499,1,M,14,19147
2500,25,M,20,91367
2501,25,M,7,94538
2502,50,F,2,94501
2503,18,F,0,91030
2504,25,M,17,11106
2505,1,M,10,92620
2506,45,F,1,90601
2507,25,M,17,38104
2508,25,F,9,80538
2509,35,M,7,7644
2510,18,F,4,10003
2511,25,M,11,10549
2512,50,M,5,80220
2513,35,F,16,95003
2514,25,F,14,60657
2515,18,M,4,10010
2516,25,F,1,48067
2517,45,M,1,71711
2518,18,M,19,22030
2519,35,M,17,95476
2520,1,F,10,94539
2521,25,M,20,11102
2522,18,M,17,12054
2523,18,M,0,10002
2524,50,M,12,12184
2525,25,M,17,95209
2526,18,M,20,2446
2527,25,M,17,94506
2528,25,F,7,8902
2529,25,M,2,95831
2530,25,F,16,94706
2531,35,M,20,10025
2532,35,F,3,83001
2533,25,M,15,94903
2534,18,F,5,48108
2535,45,M,17,60462
2536,18,M,4,97266
2537,25,M,12,63146
2538,25,M,11,85258
2539,18,F,20,90036
2540,18,F,0,20008
2541,56,M,0,72227-5733
2542,35,M,1,53703
2543,25,F,15,64116
2544,18,M,17,20742
2545,18,M,4,11580
2546,35,F,3,55405
2547,35,M,8,10014
2548,35,M,6,20901
2549,35,F,12,17013
2550,50,M,1,1096
2551,1,F,10,87123
2552,18,M,6,60611
2553,25,M,20,98033
2554,25,M,12,6511
2555,45,M,17,78731
2556,35,M,16,77550
2557,25,F,3,2155
2558,1,F,10,94086
2559,56,F,13,7701
2560,45,M,7,77351
2561,50,F,7,94949
2562,18,M,17,75093
2563,35,M,7,50111
2564,25,M,6,81007
2565,45,F,9,85202
2566,1,M,0,77479
2567,18,M,0,10705
2568,18,F,4,76201
2569,18,M,4,22201
2570,25,M,0,95136
2571,35,M,6,94115
2572,25,M,11,22043
2573,35,M,13,76548
2574,45,M,1,2135
2575,56,F,2,20783
2576,25,F,7,10562
2577,25,M,11,50111
2578,25,M,11,75230
2579,25,M,11,55555
2580,25,M,17,11354
2581,35,M,0,90027
2582,50,F,3,91911
2583,50,M,0,44139
2584,18,M,19,70043
2585,25,M,20,48009
2586,45,F,7,10022
2587,50,M,3,48843
2588,25,M,4,11423
2589,50,F,0,94514
2590,18,M,4,53715
2591,45,M,17,91355
2592,35,M,12,95833
2593,18,M,17,91505
2594,25,M,16,94120
2595,18,M,4,10003
2596,56,F,0,38340
2597,35,F,6,94214
2598,25,M,12,98116
2599,35,M,17,95610
2600,25,M,0,73147
2601,45,F,7,99701
2602,25,M,0,95819
2603,56,M,0,90049
2604,35,M,16,98029
2605,50,M,13,62002
2606,25,M,3,85013
2607,45,F,0,94114
2608,18,M,12,90210
2609,25,M,17,43212
2610,25,M,20,90046
2611,25,M,2,10002
2612,18,M,19,98034
2613,25,M,12,98684
2614,25,M,17,94122
2615,25,M,20,19134
2616,35,M,7,91107
2617,25,M,2,60160
2618,18,F,9,99703
2619,25,F,7,98109
2620,25,M,16,98208
2621,35,M,20,97333
2622,18,M,4,77845
2623,56,F,13,95320
2624,35,M,5,98465
2625,35,M,7,80526
2626,25,M,12,94121
2627,18,F,4,76707
2628,18,M,4,78705
2629,45,M,17,87505
2630,25,M,1,97206
2631,25,M,4,75206
2632,35,M,2,95602
2633,18,M,3,85226
2634,25,M,12,98052
2635,25,M,4,98926
2636,25,F,17,75006
2637,25,M,17,93933
2638,18,M,14,97123
2639,35,M,2,95816
2640,25,M,20,98119
2641,25,M,0,19152
2642,35,M,16,30034
2643,35,M,12,94062
2644,18,F,4,30134
2645,35,M,0,72058
2646,25,M,2,50021
2647,18,M,15,77047
2648,18,F,0,91601
2649,45,M,0,94114
2650,35,M,12,50325
2651,25,M,4,70115
2652,56,M,8,606
2653,25,M,0,64106
2654,35,F,9,56007
2655,18,M,4,94720
2656,35,M,6,90803
2657,25,M,0,47421
2658,56,M,1,96153
2659,25,M,7,94114
2660,35,M,11,70118
2661,45,M,17,94602
2662,18,M,4,13655
2663,18,M,4,43235
2664,25,M,0,90638
2665,18,M,20,30605
2666,18,M,19,27028
2667,18,F,4,60137
2668,18,M,16,60523
2669,35,M,0,90026
2670,25,M,15,8109
2671,25,F,3,90016
2672,35,M,0,72058
2673,35,M,16,79605
2674,35,M,1,53706
2675,25,M,20,50265
2676,18,M,4,53190
2677,25,M,12,91101
2678,25,M,14,75230
2679,45,M,16,75067
2680,25,M,20,17022
2681,25,F,1,75149
2682,35,M,20,77024
2683,18,F,4,93107
2684,18,M,4,7030
2685,35,M,7,76248
2686,25,M,17,75240
2687,18,M,4,4901
2688,45,F,0,94566
2689,35,M,7,52003
2690,45,M,0,23454
2691,50,M,11,20852
2692,18,M,8,90210
2693,25,M,12,49024
2694,35,F,0,8009
2695,25,F,2,53523
2696,25,M,17,99003
2697,25,M,17,75044
2698,45,M,2,19104
2699,18,M,4,10027
2700,18,M,17,20724
2701,1,M,1,30707
2702,18,M,20,18104
2703,18,F,4,90630
2704,35,F,2,94930
2705,25,M,20,43315
2706,25,F,14,12189
2707,50,F,9,91941
2708,35,F,12,45249
2709,56,M,13,85248
2710,50,M,13,90210
2711,25,F,0,53713
2712,25,M,16,7302
2713,25,F,6,54729
2714,56,M,7,92065
2715,25,M,12,11217
2716,50,M,7,94024
2717,18,F,4,22031
2718,50,M,7,10014
2719,18,F,4,14433
2720,18,M,4,12180
2721,35,F,1,92801
2722,45,M,11,49265
2723,18,M,5,12582
2724,35,M,7,10011
2725,45,M,1,91335
2726,45,M,12,95051
2727,18,F,4,53711
2728,45,M,7,95076
2729,18,M,4,60047
2730,25,M,12,10036
2731,35,M,0,44280
2732,25,F,4,66049
2733,25,M,7,94041
2734,35,M,5,10011
2735,1,M,10,92106
2736,1,M,10,94707
2737,45,M,14,95148
2738,1,M,10,93111
2739,45,M,7,90405
2740,35,M,14,89119
2741,35,M,7,11747
2742,35,M,0,90401
2743,50,M,7,95008
2744,56,M,15,92119
2745,50,M,11,92346
2746,56,F,6,90630
2747,35,M,7,94306
2748,45,M,14,85251
2749,35,F,7,94602
2750,25,M,0,84108
2751,45,F,1,46774
2752,35,M,12,95124
2753,25,M,12,95158
2754,35,M,2,95008
2755,50,M,20,92106
2756,50,M,13,1938
2757,25,F,2,94566
2758,35,M,5,4901
2759,56,M,12,92780
2760,25,M,12,94086
2761,45,M,6,23452
2762,25,M,12,92024
2763,25,M,20,92866
2764,1,F,10,35810
2765,18,M,4,85259
2766,56,M,6,74105
2767,50,M,17,94611
2768,25,M,17,95126
2769,35,F,0,90024
2770,18,M,19,94703
2771,35,F,20,94118
2772,45,F,6,95209
2773,56,M,12,94109
2774,18,M,4,89146
2775,25,M,20,90066
2776,35,F,14,95051
2777,1,M,0,94525
2778,35,M,17,94804
2779,25,M,2,94114
2780,35,M,7,90026
2781,35,M,5,58703
2782,25,M,17,95014
2783,25,F,5,91311
2784,35,M,7,94806
2785,1,F,10,91107
2786,1,M,19,3109
2787,18,F,4,23185
2788,56,M,6,2726
2789,18,M,4,81520
2790,56,M,17,48304
2791,45,M,17,92111
2792,25,F,6,89523
2793,50,M,13,89052
2794,25,F,12,10011
2795,50,M,1,48197
2796,18,M,4,97361
2797,25,M,20,93637
2798,25,F,14,80230
2799,25,M,17,62629
2800,45,M,12,92122
2801,25,M,1,22903
2802,56,M,1,80303
2803,50,M,13,91977
2804,50,M,6,2090
2805,25,M,7,85257
2806,35,M,2,89012
2807,25,M,20,48309
2808,35,M,17,99508
2809,1,M,10,79358
2810,56,F,13,02136-1522
2811,35,F,3,2113
2812,50,M,16,80442
2813,1,M,10,80014
2814,45,M,19,53572
2815,18,M,4,58601
2816,35,M,0,66048
2817,45,M,0,60543
2818,45,F,7,1602
2819,25,M,17,35808
2820,18,M,4,53233
2821,25,F,9,48021
2822,50,M,14,44614
2823,1,M,19,6614
2824,25,F,0,24017
2825,45,M,6,44131
2826,35,M,1,1020
2827,45,F,20,91436
2828,45,F,2,1851
2829,50,M,16,60060
2830,1,F,0,24179
2831,56,M,14,2468
2832,25,F,7,2494
2833,25,M,14,37931
2834,45,F,0,49408
2835,35,M,1,91711
2836,50,M,6,49456
2837,56,F,1,6437
2838,50,F,0,13210
2839,35,M,7,93906
2840,50,M,11,49008
2841,50,F,12,21133
2842,45,M,11,6416
2843,35,F,12,43528
2844,50,M,7,60618
2845,1,M,10,46033
2846,25,F,7,27514
2847,50,M,16,6430
2848,18,M,4,44646
2849,25,M,6,46807
2850,56,M,15,79068
2851,18,M,4,48197
2852,56,M,1,44107
2853,25,F,6,53202
2854,50,M,11,85726
2855,25,F,4,13210
2856,25,M,11,48825
2857,18,M,17,49445
2858,18,M,0,6360
2859,25,M,11,37931
2860,35,M,20,48067
2861,18,M,4,64920
2862,35,F,20,48044
2863,18,M,0,48322
2864,25,M,0,37923-3112
2865,35,M,14,48328
2866,25,M,0,12306
2867,25,F,17,33990
2868,56,M,13,58504
2869,56,M,13,60506
2870,25,M,16,48309
2871,18,F,0,48823
2872,45,M,15,60035
2873,50,M,11,46802
2874,1,M,10,60462
2875,45,F,12,23116
2876,35,M,17,1519
2877,56,M,13,49307
2878,25,M,6,4456
2879,56,M,13,2356
2880,35,M,17,64153
2881,35,M,18,13027
2882,56,M,14,2632
2883,35,F,0,13064
2884,18,M,10,2780
2885,56,M,14,2632
2886,45,M,0,3060
2887,50,F,6,37922
2888,45,F,1,46737
2889,1,F,10,1607
2890,50,M,1,1778
2891,45,M,14,46804
2892,50,F,3,33615
2893,18,F,4,88119
2894,50,F,16,48706
2895,45,F,14,46804
2896,18,M,19,55912
2897,18,M,0,46517
2898,18,M,10,32750
2899,18,F,0,81301
2900,18,M,2,96002
2901,18,F,0,60641
2902,18,F,3,45244
2903,25,M,0,60089
2904,56,M,13,33316
2905,18,M,4,22807
2906,25,M,12,68508
2907,35,F,2,95521
2908,1,F,10,50246
2909,25,M,12,60618
2910,35,M,0,95826
2911,18,F,19,46556
2912,18,M,0,87122
2913,50,M,13,87502
2914,1,M,10,46324
2915,18,M,4,45231
2916,50,M,12,87505
2917,35,F,20,95451
2918,25,F,6,95833
2919,50,F,16,99114
2920,35,M,0,48103
2921,25,M,12,27713-9225
2922,1,M,0,95451
2923,45,M,12,53718
2924,25,F,0,28304
2925,45,M,16,60126
2926,18,M,5,41018
2927,56,F,1,11795
2928,25,M,17,45233
2929,25,F,0,27713
2930,25,F,4,60443
2931,18,M,4,45403
2932,1,M,10,60148
2933,45,M,6,1950
2934,35,F,9,46815
2935,1,M,10,60613
2936,25,F,7,10016
2937,45,M,7,11201
2938,1,F,10,11743
2939,25,F,1,27515
2940,25,M,12,45140
2941,56,M,20,46804
2942,35,M,14,60626
2943,35,M,1,60016
2944,25,F,1,46807
2945,25,F,0,93940
2946,56,M,3,94941
2947,25,M,6,60060
2948,35,M,7,10011
2949,56,M,17,94931
2950,18,M,4,7508
2951,35,F,6,14905
2952,18,M,4,80521
2953,25,F,20,60612
2954,50,M,14,60016
2955,1,M,10,44906
2956,50,F,3,95451-9554
2957,35,F,3,60187
2958,45,M,12,64117
2959,45,F,1,60302
2960,18,M,10,53207
2961,25,M,12,60025
2962,45,M,0,61821
2963,25,M,12,60025
2964,1,M,10,96782
2965,45,M,2,86701
2966,25,M,5,60466
2967,45,M,5,60647
2968,25,F,4,32607
2969,18,M,19,60010
2970,35,F,12,46755
2971,56,M,1,85718
2972,1,M,10,60007
2973,45,F,1,12449
2974,35,M,5,33317
2975,18,F,1,1562
2976,50,F,0,46815
2977,56,F,16,70503
2978,45,F,15,59840
2979,35,F,14,1536
2980,18,F,4,59715
2981,50,M,17,1536
2982,45,F,7,37877
2983,25,F,20,46835
2984,25,M,6,70508
2985,25,M,5,33025
2986,45,M,17,48116
2987,50,F,2,48118
2988,45,F,4,42420
2989,56,F,13,37774
2990,35,M,17,20151
2991,35,F,1,46774
2992,25,M,6,23235
2993,18,M,2,31401
2994,56,M,7,39211
2995,45,F,9,13035
2996,50,M,7,8816
2997,45,M,11,48104
2998,35,M,18,44708
2999,45,M,7,1531
3000,25,M,20,90024
3001,1,M,10,13066
3002,35,M,17,82604
3003,25,M,0,61021
3004,1,F,10,13090
3005,56,M,0,6082
3006,50,F,1,52002
3007,45,M,1,13214
3008,50,M,15,13039
3009,50,M,8,78065
3010,56,F,3,48130
3011,45,M,11,72316
3012,50,M,1,13215
3013,56,M,13,48108
3014,35,M,2,48104
3015,35,M,12,88005
3016,25,M,14,94404
3017,56,M,13,52003
3018,25,F,6,22923
3019,50,M,12,6082
3020,50,M,12,48104
3021,56,M,13,24060
3022,35,M,17,77584
3023,56,M,13,49423
3024,18,F,10,13090
3025,45,F,9,57108
3026,25,F,12,2478
3027,50,M,20,48104
3028,18,F,4,2138
3029,35,M,14,3054
3030,45,F,16,48103
3031,45,F,0,8901
3032,25,F,4,22902
3033,18,M,4,95326
3034,45,M,0,13131
3035,25,M,7,15209
3036,50,F,6,48103-4711
3037,25,F,1,13210
3038,56,M,7,48114
3039,56,M,7,48114
3040,50,F,1,6043
3041,35,M,7,48104
3042,25,M,0,2134
3043,56,F,13,48105
3044,18,F,19,2452
3045,35,M,17,50321
3046,50,M,1,37932
3047,18,F,4,27708
3048,18,M,4,1040
3049,56,F,7,1562
3050,18,M,10,48169
3051,56,M,7,13212
3052,56,F,15,97367
3053,45,M,17,13152
3054,45,M,2,94102
3055,50,M,17,48197
3056,35,M,17,49424
3057,35,M,18,13146
3058,56,F,3,52003
3059,56,M,1,13210
3060,45,F,1,1604
3061,25,M,12,2139
3062,1,F,10,48105
3063,35,M,16,98031
3064,35,M,1,48116
3065,25,F,0,11106
3066,50,M,13,41076
3067,45,F,9,13203
3068,35,M,11,94306
3069,25,F,1,10025
3070,35,F,14,13316
3071,25,M,3,75150
3072,50,F,16,13207
3073,25,M,0,98122
3074,56,F,6,6074
3075,25,M,0,45459
3076,56,M,7,49423
3077,50,M,14,95823
3078,35,M,6,37923
3079,25,M,4,22923
3080,35,F,11,43201
3081,50,M,7,13203
3082,56,F,9,13078
3083,56,F,13,13057
3084,25,F,9,49424
3085,45,F,16,1532
3086,35,F,7,6082
3087,35,M,14,6040
3088,45,M,7,94109
3089,50,F,7,13027
3090,35,M,0,6108
3091,18,M,18,13045
3092,50,M,6,44333
3093,25,M,16,37922
3094,35,F,9,13066
3095,25,F,4,19119
3096,50,M,13,59715
3097,35,M,17,62034
3098,45,F,2,1545
3099,25,F,0,6040
3100,25,M,17,32224
3101,56,M,5,6082
3102,50,M,18,13126
3103,56,F,3,6040
3104,18,F,0,22102
3105,35,M,17,11355
3106,45,M,17,32024
3107,25,F,16,95687
3108,25,M,4,22901
3109,18,M,4,37743
3110,18,M,7,64055
3111,56,F,12,1520
3112,56,M,13,37830
3113,45,F,1,1609
3114,18,M,1,92037
3115,56,M,7,6071
3116,56,M,13,1501
3117,56,F,7,6118
3118,1,F,10,6074
3119,45,M,1,53045
3120,25,M,0,60201
3121,35,F,14,45243
3122,50,M,7,37938
3123,35,M,7,44306
3124,50,F,9,2865
3125,45,F,9,1520
3126,56,M,0,1606
3127,25,M,4,22903
3128,45,M,17,48105
3129,25,M,4,22903
3130,25,M,4,22902
3131,25,M,4,22901
3132,25,M,7,33916
3133,25,F,4,22903
3134,50,M,17,1430
3135,45,F,6,42406
3136,35,M,17,36830
3137,35,F,0,49464
3138,35,M,6,37932
3139,25,M,0,48104
3140,25,M,14,3051
3141,56,M,13,37922
3142,45,M,16,1612
3143,45,M,7,1545
3144,25,M,5,48103
3145,25,M,0,60656
3146,35,M,7,48197
3147,25,M,7,85040
3148,25,M,17,94538
3149,1,F,10,72601
3150,50,M,7,44313
3151,50,F,1,36067
3152,1,F,10,47403
3153,35,M,14,92084
3154,18,F,4,44106
3155,25,M,15,94303
3156,50,M,1,44240
3157,1,M,10,44224
3158,25,M,4,90048
3159,35,M,18,52001
3160,45,M,0,42420
3161,50,M,12,78703
3162,25,M,12,98105
3163,45,M,5,31901
3164,25,F,18,98115
3165,25,F,1,23454
3166,18,F,20,94410
3167,50,F,3,37772
3168,56,M,13,90503
3169,35,M,7,22904
3170,18,M,12,98105
3171,45,M,7,55438
3172,45,F,2,31804
3173,35,M,3,55104
3174,25,F,14,98225
3175,25,M,12,94703
3176,45,F,2,37924
3177,18,M,4,52003
3178,18,F,4,56401
3179,50,F,14,37922
3180,50,M,0,36109
3181,56,M,18,70817
3182,56,M,1,29672
3183,35,M,17,19360
3184,56,M,13,49423
3185,18,F,9,94538
3186,35,F,3,77429
3187,25,M,5,36109
3188,25,M,7,37930
3189,56,M,1,37922
3190,45,F,14,36109
3191,35,F,9,53806
3192,45,M,12,37914
3193,45,F,6,37909
3194,25,M,7,11793
3195,45,F,2,14850
3196,56,M,13,37923
3197,35,M,17,49424
3198,25,M,17,49423
3199,18,M,11,60614
3200,35,F,1,37922
3201,56,F,9,38558
3202,56,M,13,37830
3203,50,M,7,80004-4448
3204,35,M,15,36109
3205,25,F,3,49423
3206,35,M,11,37620
3207,18,M,0,42420
3208,56,F,13,37917
3209,45,F,7,52003
3210,56,M,13,37923
3211,45,F,6,42420
3212,35,F,5,49424
3213,35,M,7,32444
3214,45,F,13,37922
3215,35,F,0,42420
3216,56,F,13,37931
3217,35,F,6,37919
3218,56,M,13,37938
3219,50,M,7,37931
3220,25,M,12,98133
3221,25,F,9,29369
3222,25,M,7,29369
3223,25,M,4,2430
3224,56,M,17,53061
3225,45,F,6,84318
3226,56,M,20,78731
3227,56,F,1,94563
3228,18,M,0,98021
3229,35,M,7,20191
3230,35,F,20,43230
3231,45,M,13,53132
3232,25,M,0,6451
3233,35,M,16,94705
3234,25,M,17,31311
3235,18,M,4,94044
3236,56,F,14,95005
3237,35,M,14,75005
3238,45,M,0,45248
3239,45,M,16,94536
3240,35,M,7,76248
3241,35,F,0,44313
3242,50,M,7,94107
3243,18,M,17,97030
3244,35,M,15,91411
3245,45,F,1,12538
3246,25,F,1,97201
3247,45,M,15,64081-8102
3248,35,F,0,55459
3249,18,M,4,15213
3250,18,M,4,15213
3251,25,M,20,46802
3252,25,M,0,19004
3253,56,F,13,78737
3254,18,M,4,2452
3255,25,M,14,95821
3256,18,M,1,50310
3257,50,M,7,48152
3258,35,M,16,27613
3259,25,M,14,19312
3260,25,F,4,2215
3261,25,M,12,53154
3262,25,M,12,53045
3263,45,M,12,92104
3264,25,M,17,19126
3265,35,M,7,75013
3266,50,M,7,34285
3267,25,M,20,60615
3268,56,F,0,48178
3269,45,M,7,48322
3270,25,M,12,92728
3271,45,F,3,94560
3272,18,M,4,94704
3273,35,M,1,92120
3274,25,M,7,21029
3275,25,M,7,15205
3276,35,M,7,2657
3277,45,F,15,60081
3278,18,M,4,47306
3279,35,F,20,44303
3280,18,F,4,53538
3281,35,M,12,95677
3282,56,M,1,30345
3283,35,F,6,27516
3284,18,F,19,33953
3285,35,M,7,61910
3286,25,M,16,80126
3287,25,M,11,15237
3288,25,F,2,11217
3289,18,F,5,78704
3290,35,F,9,48336
3291,50,F,1,14850
3292,56,M,0,43528
3293,35,F,9,7728
3294,35,M,17,19473
3295,25,M,7,53717
3296,35,M,0,6403
3297,25,F,6,80236
3298,35,M,12,78230
3299,50,M,17,23233
3300,35,M,17,32506
3301,25,M,7,60657
3302,18,M,15,45215
3303,45,M,17,18049
3304,35,F,11,15116
3305,18,M,19,75080
3306,56,M,14,11779
3307,25,M,7,94109
3308,35,M,20,84010
3309,56,M,13,32837
3310,25,F,9,28147
3311,25,M,7,60115
3312,25,M,7,30117
3313,56,F,13,74128
3314,35,M,14,1060
3315,18,M,17,57106
3316,56,M,17,28704
3317,56,M,13,19312
3318,35,M,7,52402
3319,25,M,17,2021
3320,18,M,11,65202
3321,45,M,16,63128
3322,25,F,4,94110
3323,35,F,6,8043
3324,18,F,4,2143
3325,35,F,12,54220
3326,35,M,7,4096
3327,25,M,4,94110
3328,1,M,10,8805
3329,35,M,18,98664
3330,45,M,12,80303
3331,25,M,12,1864
3332,35,F,7,66204
3333,25,M,6,49707
3334,45,M,17,2067
3335,25,F,4,48823
3336,45,M,6,65201
3337,18,M,4,43210
3338,45,M,7,2116
3339,25,M,0,85283
3340,56,M,13,72949
3341,25,M,12,27511
3342,25,M,7,24210
3343,18,F,4,14620
3344,25,M,4,60614
3345,18,M,4,90024
3346,35,M,11,46033
3347,25,M,7,24210
3348,50,F,17,87031
3349,25,F,2,10028
3350,45,M,1,60115
3351,35,M,11,52803
3352,56,M,13,72764
3353,25,M,1,27713
3354,25,F,1,27713
3355,35,M,14,7920
3356,18,F,4,94122
3357,25,M,7,44115
3358,25,F,4,1075
3359,25,F,0,60660
3360,25,M,16,10003
3361,25,M,12,98100
3362,35,M,17,94303
3363,50,F,4,96825
3364,25,M,4,96826
3365,25,M,7,96811
3366,18,M,4,96815
3367,35,M,0,20795
3368,25,M,17,2149
3369,45,M,14,19382
3370,35,M,7,22043
3371,35,M,7,30071
3372,25,M,15,77006
3373,25,M,11,60603
3374,45,M,11,2155
3375,35,M,12,27614
3376,50,M,7,17402
3377,35,M,11,48640
3378,35,M,7,11050
3379,45,M,17,92805
3380,45,M,17,94002
3381,18,F,4,2912
3382,25,F,20,94014
3383,25,M,3,50311
3384,50,F,2,22181
3385,25,M,7,22903
3386,35,F,7,92316
3387,25,M,14,72601
3388,45,M,17,22181
3389,25,M,14,60614
3390,35,F,1,30345
3391,25,M,17,36092
3392,18,M,17,53818
3393,50,M,14,50265-2850
3394,18,F,4,90025
3395,25,M,17,90210
3396,25,F,15,91360
3397,50,M,12,60148
3398,35,M,7,29631
3399,35,F,0,92630
3400,56,M,8,12436
3401,18,M,4,18042
3402,18,F,4,48104
3403,25,M,7,36102
3404,50,M,7,10003
3405,35,M,6,80917
3406,25,M,7,20170
3407,50,M,7,2420
3408,25,M,0,99163
3409,25,M,1,92103
3410,35,M,2,78766
3411,25,M,14,22205
3412,25,M,0,22015
3413,25,M,17,94133
3414,18,F,4,48858
3415,45,M,17,78750
3416,56,M,13,29928
3417,25,M,4,60614
3418,56,M,1,90049
3419,25,M,2,90004
3420,18,M,4,90025
3421,1,M,10,11102
3422,35,M,7,94506
3423,25,M,20,85013
3424,35,M,6,92672
3425,25,M,2,20036
3426,50,M,13,33710
3427,25,F,7,94043
3428,35,M,20,10038
3429,35,F,11,22043
3430,18,M,0,55404
3431,35,M,17,60477
3432,18,F,4,73070
3433,50,F,3,53222
3434,25,F,3,12866
3435,35,F,0,46234
3436,56,M,19,6040
3437,18,F,4,64093
3438,25,M,19,94122
3439,25,M,17,60607
3440,25,M,20,55406
3441,25,M,7,60015
3442,35,M,12,53130
3443,25,M,12,55106
3444,45,M,7,35216
3445,25,M,0,32225
3446,45,M,14,44122
3447,18,M,20,10036
3448,25,M,4,2452
3449,25,M,17,94063
3450,45,M,20,10013
3451,18,F,14,10018
3452,25,M,15,85003
3453,35,M,1,33304
3454,18,F,4,64151
3455,35,M,20,60622
3456,25,M,12,7974
3457,18,M,0,49506
3458,18,M,1,95864
3459,25,M,17,10003
3460,35,M,17,30145
3461,25,F,4,78705
3462,18,F,4,91604
3463,25,M,4,74074
3464,25,M,0,47401
3465,25,M,0,10469
3466,18,M,20,94608
3467,25,M,12,98037
3468,1,M,1,444555
3469,25,F,7,94107
3470,25,M,4,94102
3471,35,M,11,22030
3472,45,M,7,55066
3473,25,M,15,6510
3474,25,F,2,27705
3475,35,F,3,11725
3476,25,F,6,21014
3477,45,M,17,15204
3478,18,M,14,48185
3479,50,M,0,29678
3480,50,M,18,95472
3481,50,M,17,7650
3482,45,M,20,87505
3483,25,F,14,98110
3484,35,F,20,20036
3485,25,M,2,10013
3486,45,F,6,4578
3487,18,M,4,60062
3488,25,F,15,94901
3489,18,M,12,95120
3490,18,M,20,30101
3491,25,F,12,77019
3492,56,M,13,14843
3493,18,M,4,45750
3494,56,M,13,17033
3495,25,M,20,91505
3496,25,M,17,22302
3497,18,M,4,60073
3498,50,M,1,88001
3499,25,M,16,59079
3500,25,M,14,55438
3501,25,F,12,22207
3502,35,M,7,90069
3503,18,F,4,66044
3504,25,M,1,94025
3505,18,M,4,44130
3506,25,M,0,55408
3507,25,M,16,30269
3508,25,M,5,97405
3509,35,M,14,94133
3510,18,M,4,92122
3511,25,F,0,55345
3512,25,F,7,7090
3513,25,M,17,78749
3514,25,M,12,98007
3515,35,M,19,55421
3516,35,M,2,45243
3517,18,M,2,74403
3518,18,F,4,48104
3519,35,F,20,98119
3520,25,M,4,92614
3521,45,M,2,98011
3522,25,M,19,11414-2520
3523,25,M,2,55116
3524,50,M,1,53221
3525,25,M,17,52402
3526,35,M,0,33174
3527,18,M,2,60614
3528,35,M,12,44256
3529,35,M,7,10014
3530,18,F,4,94121
3531,45,F,15,55446
3532,25,M,2,90068
3533,25,M,12,24060
3534,25,M,2,43551
3535,18,M,4,2906
3536,35,M,14,11784
3537,25,F,17,97330
3538,50,M,17,45420
3539,35,F,20,91324
3540,25,M,12,55346
3541,18,F,4,48103
3542,45,M,20,98027
3543,25,M,17,94901
3544,25,M,0,2143
3545,35,M,12,98033
3546,50,F,1,93103
3547,35,M,12,95864
3548,35,F,17,89507
3549,35,F,16,45238
3550,25,M,20,2139
3551,45,M,16,20880
3552,25,M,12,36115
3553,35,M,0,8330
3554,25,M,0,94110
3555,25,M,17,98033
3556,18,M,0,72761
3557,35,F,14,94303
3558,25,M,20,23225
3559,18,M,2,11435
3560,35,M,14,92025
3561,18,M,4,48104
